Muestras;Original;           FFT;       Suavizada;       IFFT(FFT)
546;0.0101428570000000;0.0020745200199426 +(-0.0081651548648305i);0.0039216688063868;0.0101428570000000
547;0.0104791670000000;-0.0020473388923593 +(-0.0004818824283906i);0.0039002746705014;0.0104791670000000
548;0.0108214290000000;-0.0041064984806064 +(-0.0001048640139030i);0.0038788903968129;0.0108214290000000
549;0.0111071430000000;-0.0035589603808672 +(-0.0060637639984122i);0.0038575171885680;0.0111071430000000
550;0.0114166670000000;-0.0038325876760789 +(-0.0097510558809354i);0.0038361562381069;0.0114166670000000
551;0.0116607140000000;0.0029028033546731 +(-0.0138567093615718i);0.0038148087267508;0.0116607140000000
552;0.0119107140000000;0.0037274305641501 +(-0.0058658042492570i);0.0037934758246907;0.0119107140000000
553;0.0122000000000000;0.0026086043889442 +(-0.0039209365685536i);0.0037721586908781;0.0122000000000000
554;0.0123166670000000;-0.0026385358444084 +(0.0032748146249426i);0.0037508584729181;0.0123166670000000
555;0.0125178570000000;0.0028450927044438 +(-0.0003598842921010i);0.0037295763069639;0.0125178570000000
556;0.0127000000000000;-0.0030793697071188 +(-0.0024206994993313i);0.0037083133176124;0.0127000000000000
557;0.0127321430000000;-0.0055292276014218 +(-0.0037195757794874i);0.0036870706178031;0.0127321430000000
558;0.0129333330000000;-0.0010857035552508 +(-0.0089889671182536i);0.0036658493087177;0.0129333330000000
559;0.0129772730000000;0.0005024972710553 +(-0.0067269566822162i);0.0036446504796815;0.0129772730000000
560;0.0130178570000000;0.0038961316390866 +(-0.0044093771567806i);0.0036234752080678;0.0130178570000000
561;0.0130833330000000;0.0063069929114502 +(-0.0064093722168414i);0.0036023245592026;0.0130833330000000
562;0.0130833330000000;-0.0008479310914567 +(0.0001234410822341i);0.0035811995862724;0.0130833330000000
563;0.0130000000000000;0.0034372841979085 +(-0.0027138492778606i);0.0035601013302332;0.0130000000000000
564;0.0129500000000000;-0.0061604609916169 +(0.0086241713695795i);0.0035390308197215;0.0129500000000000
565;0.0127272730000000;0.0002520908513422 +(-0.0037552289017619i);0.0035179890709676;0.0127272730000000
566;0.0126000000000000;0.0044591027756365 +(-0.0072626876307138i);0.0034969770877100;0.0126000000000000
567;0.0123636360000000;0.0014861164297367 +(-0.0124394666462581i);0.0034759958611122;0.0123636360000000
568;0.0120500000000000;0.0059249277757956 +(-0.0061430478765869i);0.0034550463696817;0.0120500000000000
569;0.0116333330000000;0.0034373050780761 +(-0.0075321231723172i);0.0034341295791901;0.0116333330000000
570;0.0111785710000000;0.0042812269388282 +(-0.0013056760500819i);0.0034132464425958;0.0111785710000000
571;0.0107500000000000;0.0025837741691252 +(0.0002405452722322i);0.0033923978999683;0.0107500000000000
572;0.0103750000000000;-0.0014628866758606 +(-0.0083251368896498i);0.0033715848784146;0.0103750000000000
573;0.0099833330000000;-0.0030425031681443 +(-0.0042615583848498i);0.0033508082920072;0.0099833330000000
574;0.0096666670000000;-0.0029008719524011 +(-0.0050001441770530i);0.0033300690417143;0.0096666670000000
575;0.0094642860000000;-0.0047948711303489 +(-0.0095706359228939i);0.0033093680153321;0.0094642860000000
576;0.0098166670000000;0.0014606035746924 +(-0.0002575937634005i);0.0032887060874187;0.0098166670000000
577;0.0092500000000000;0.0086634257174655 +(-0.0074312114030440i);0.0032680841192299;0.0092500000000000
578;0.0091500000000000;0.0051834828932452 +(0.0016665638535384i);0.0032475029586574;0.0091500000000000
579;0.0091041670000000;0.0058653667925200 +(-0.0052873310814774i);0.0032269634401686;0.0091041670000000
580;0.0091000000000000;0.0005969774600915 +(-0.0053933819493637i);0.0032064663847482;0.0091000000000000
581;0.0091333330000000;-0.0042711397308458 +(-0.0026916916126107i);0.0031860125998422;0.0091333330000000
582;0.0090714290000000;-0.0024157552298375 +(-0.0091400982586474i);0.0031656028793038;0.0090714290000000
583;0.0090909090000000;-0.0060745632390790 +(-0.0044466011445029i);0.0031452380033405;0.0090909090000000
584;0.0090166670000000;0.0076707396030615 +(-0.0050893727672276i);0.0031249187384645;0.0090166670000000
585;0.0089333330000000;0.0008793811832162 +(-0.0038505824699282i);0.0031046458374437;0.0089333330000000
586;0.0087500000000000;0.0028220113680032 +(-0.0067723271560065i);0.0030844200392558;0.0087500000000000
587;0.0086166670000000;0.0071824956435011 +(-0.0013462507542317i);0.0030642420690433;0.0086166670000000
588;0.0083928570000000;0.0007131577391866 +(-0.0005780503379395i);0.0030441126380718;0.0083928570000000
589;0.0081666670000000;0.0007889085932208 +(-0.0021708643896753i);0.0030240324436884;0.0081666670000000
590;0.0078333330000000;-0.0011646937764456 +(-0.0048114233673610i);0.0030040021692844;0.0078333330000000
591;0.0074821430000000;-0.0018818295679087 +(-0.0076154024653386i);0.0029840224842576;0.0074821430000000
592;0.0070357140000000;0.0020053975632445 +(-0.0054877972222927i);0.0029640940439786;0.0070357140000000
593;0.0063750000000000;0.0072940601052850 +(-0.0121598868770169i);0.0029442174897575;0.0063750000000000
594;0.0059464290000000;0.0019391057611056 +(-0.0053780281293987i);0.0029243934488135;0.0059464290000000
595;0.0053863640000000;0.0060506226079629 +(-0.0053316483816147i);0.0029046225342462;0.0053863640000000
596;0.0047333330000000;0.0004654631327644 +(0.0006928984561997i);0.0028849053450090;0.0047333330000000
597;0.0038833330000000;-0.0046916957122780 +(-0.0018180325500477i);0.0028652424658838;0.0038833330000000
598;0.0030178570000000;0.0020281036109389 +(-0.0037675564179589i);0.0028456344674589;0.0030178570000000
599;0.0019755950000000;-0.0019059085107082 +(-0.0108967638719343i);0.0028260819061074;0.0019755950000000
600;0.0009764480000000;0.0055050505190852 +(-0.0087580884256906i);0.0028065853239688;0.0009764480000000
601;-0.0000227000000000;0.0099374447364059 +(-0.0023583793502302i);0.0027871452489320;-0.0000227000000000
602;-0.0012363500000000;-0.0072606021348374 +(-0.0183448803415334i);0.0027677621946200;-0.0012363500000000
603;-0.0024500000000000;0.0026367609573049 +(-0.0075324601713510i);0.0027484366603772;-0.0024500000000000
604;-0.0038653850000000;-0.0009866691865498 +(-0.0020262479411091i);0.0027291691312580;-0.0038653850000000
605;-0.0051964290000000;-0.0026292180997253 +(-0.0013033557972932i);0.0027099600780176;-0.0051964290000000
606;-0.0064375000000000;-0.0014089519503164 +(0.0014409280593020i);0.0026908099571053;-0.0064375000000000
607;-0.0077142860000000;-0.0025902304658461 +(-0.0064901883148623i);0.0026717192106585;-0.0077142860000000
608;-0.0087083330000000;-0.0021136456411999 +(-0.0106342700033169i);0.0026526882664998;-0.0087083330000000
609;-0.0096071430000000;-0.0002999767203163 +(-0.0062657440365745i);0.0026337175381352;-0.0096071430000000
610;-0.0104000000000000;0.0069910496648125 +(-0.0085400707487344i);0.0026148074247550;-0.0104000000000000
611;-0.0110714290000000;-0.0048576064489249 +(-0.0021827358531690i);0.0025959583112358;-0.0110714290000000
612;-0.0115833330000000;0.0038460394659597 +(-0.0024955853851265i);0.0025771705681449;-0.0115833330000000
613;-0.0118928570000000;0.0015551336982413 +(-0.0013622761332198i);0.0025584445517466;-0.0118928570000000
614;-0.0121136360000000;-0.0006717872764251 +(-0.0038441390030192i);0.0025397806040103;-0.0121136360000000
615;-0.0122500000000000;-0.0042944074055507 +(-0.0049503261414224i);0.0025211790526204;-0.0122500000000000
616;-0.0121666670000000;-0.0086083693921101 +(-0.0067411050755571i);0.0025026402109880;-0.0121666670000000
617;-0.0121071430000000;0.0054015601468908 +(-0.0037346774921017i);0.0024841643782651;-0.0121071430000000
618;-0.0118666670000000;0.0007405755704288 +(-0.0074286471709707i);0.0024657518393598;-0.0118666670000000
619;-0.0116428570000000;0.0039781435043986 +(-0.0042751713520485i);0.0024474028649541;-0.0116428570000000
620;-0.0113181820000000;0.0005446447084555 +(-0.0012568594778530i);0.0024291177115230;-0.0113181820000000
621;-0.0109333330000000;0.0025038387336133 +(-0.0021577969850289i);0.0024108966213558;-0.0109333330000000
622;-0.0105892860000000;0.0003039510566777 +(-0.0007669723079700i);0.0023927398225793;-0.0105892860000000
623;-0.0101607140000000;-0.0002502938088945 +(-0.0055438230973864i);0.0023746475291823;-0.0101607140000000
624;-0.0097666670000000;-0.0033010582578187 +(-0.0074435369831379i);0.0023566199410428;-0.0097666670000000
625;-0.0092678570000000;-0.0026331316961648 +(-0.0043031971886243i);0.0023386572439561;-0.0092678570000000
626;-0.0088863640000000;-0.0007627751312362 +(-0.0108883736084114i);0.0023207596096653;-0.0088863640000000
627;-0.0085333330000000;0.0049296906289628 +(-0.0029626765005987i);0.0023029271958936;-0.0085333330000000
628;-0.0080535710000000;0.0024131627757304 +(-0.0014640602624059i);0.0022851601463779;-0.0080535710000000
629;-0.0076000000000000;0.0054367278416649 +(-0.0072769823435394i);0.0022674585909049;-0.0076000000000000
630;-0.0071607140000000;-0.0052472052618877 +(-0.0008979875780814i);0.0022498226453482;-0.0071607140000000
631;-0.0066666670000000;-0.0002894600215302 +(-0.0041574435983812i);0.0022322524117078;-0.0066666670000000
632;-0.0062727270000000;-0.0150667390227715 +(-0.0014441660977470i);0.0022147479781512;-0.0062727270000000
633;-0.0057500000000000;0.0046362398340277 +(-0.0052792574898123i);0.0021973094190559;-0.0057500000000000
634;-0.0054107140000000;-0.0008101843765958 +(-0.0060447687347740i);0.0021799367950542;-0.0054107140000000
635;-0.0048833330000000;0.0008516682402646 +(-0.0079351069723842i);0.0021626301530789;-0.0048833330000000
636;-0.0044000000000000;0.0034546969965906 +(0.0019391940758779i);0.0021453895264120;-0.0044000000000000
637;-0.0039107140000000;-0.0023372591244762 +(-0.0060047860773698i);0.0021282149347338;-0.0039107140000000
638;-0.0034791670000000;0.0060065674581395 +(0.0057244183934809i);0.0021111063841743;-0.0034791670000000
639;-0.0030000000000000;-0.0113431112088387 +(0.0178145917998055i);0.0020940638673662;-0.0030000000000000
640;-0.0024666670000000;0.0067529477263765 +(-0.0140439611783930i);0.0020770873634999;-0.0024666670000000
641;-0.0019464290000000;0.0030215342230256 +(-0.0092573093217169i);0.0020601768383796;-0.0019464290000000
642;-0.0015000000000000;0.0020252853026144 +(-0.0048959033611955i);0.0020433322444812;-0.0015000000000000
643;-0.0009333330000000;0.0055419275945539 +(-0.0025165820438718i);0.0020265535210121;-0.0009333330000000
644;-0.0004666670000000;0.0061960824279287 +(-0.0032473916786229i);0.0020098405939725;-0.0004666670000000
645;0.0000000000000000;0.0021081133083681 +(-0.0030871592716987i);0.0019931933762181;0.0000000000000000
646;0.0004583340000000;0.0065059630399224 +(-0.0037995947539332i);0.0019766117675245;0.0004583340000000
647;0.0009166670000000;-0.0047675210401110 +(-0.0029973071521225i);0.0019600956546538;0.0009166670000000
648;0.0013928570000000;-0.0020540671002811 +(-0.0011228599363225i);0.0019436449114215;0.0013928570000000
649;0.0018500000000000;0.0017159084452585 +(-0.0077931427893122i);0.0019272593987661;0.0018500000000000
650;0.0022083330000000;0.0057945474269211 +(-0.0090142941303471i);0.0019109389648197;0.0022083330000000
651;0.0026607140000000;-0.0035662842775100 +(-0.0060403173231687i);0.0018946834449805;0.0026607140000000
652;0.0031000000000000;0.0069206118261285 +(-0.0058996770398564i);0.0018784926619862;0.0031000000000000
653;0.0035833330000000;0.0019915488319911 +(0.0018335068870265i);0.0018623664259897;0.0035833330000000
654;0.0039821430000000;0.0051418211827673 +(-0.0097180630356075i);0.0018463045346357;0.0039821430000000
655;0.0045178570000000;-0.0010123898256576 +(0.0016580736339759i);0.0018303067731388;0.0045178570000000
656;0.0048750000000000;-0.0007163496765160 +(-0.0072319856660599i);0.0018143729143635;0.0048750000000000
657;0.0053035710000000;-0.0006118057465179 +(-0.0084879604738288i);0.0017985027189054;0.0053035710000000
658;0.0057000000000000;-0.0071729463122904 +(-0.0100399714698504i);0.0017826959351738;0.0057000000000000
659;0.0061071430000000;0.0053737545289845 +(0.0012256076858857i);0.0017669522994754;0.0061071430000000
660;0.0065500000000000;-0.0052677894299857 +(-0.0134266470744205i);0.0017512715361002;0.0065500000000000
661;0.0068928570000000;0.0005768629642866 +(-0.0003986280030101i);0.0017356533574084;0.0068928570000000
662;0.0072291670000000;0.0048753149353079 +(0.0034292861325764i);0.0017200974639181;0.0072291670000000
663;0.0075178570000000;0.0056254620700923 +(-0.0012533064032627i);0.0017046035443954;0.0075178570000000
664;0.0078333330000000;-0.0014142010838909 +(0.0004211975591655i);0.0016891712759451;0.0078333330000000
665;0.0081071430000000;-0.0032146361216337 +(-0.0069447307767458i);0.0016738003241030;0.0081071430000000
666;0.0083833330000000;-0.0023632270001083 +(-0.0080749006245160i);0.0016584903429296;0.0083833330000000
667;0.0085166670000000;0.0024815300918448 +(-0.0082610910150048i);0.0016432409751049;0.0085166670000000
668;0.0087045450000000;0.0022955758171705 +(-0.0068630557743181i);0.0016280518520246;0.0087045450000000
669;0.0088076920000000;0.0041921063715846 +(-0.0023000684553877i);0.0016129225938973;0.0088076920000000
670;0.0089423080000000;-0.0016176075587420 +(-0.0045962298492877i);0.0015978528098438;0.0089423080000000
671;0.0089821430000000;0.0062790303139564 +(0.0021946333966428i);0.0015828420979965;0.0089821430000000
672;0.0089500000000000;-0.0043653537656585 +(-0.0049014335545254i);0.0015678900456005;0.0089500000000000
673;0.0089166670000000;-0.0067243253058618 +(-0.0023284340882569i);0.0015529962291166;0.0089166670000000
674;0.0088958330000000;0.0009001017529330 +(-0.0014988823093127i);0.0015381602143241;0.0088958330000000
675;0.0087500000000000;-0.0004882213038156 +(-0.0106911470518092i);0.0015233815564261;0.0087500000000000
676;0.0087142860000000;0.0040753068951125 +(-0.0014543909232603i);0.0015086598001550;0.0087142860000000
677;0.0084833330000000;0.0062692338997414 +(-0.0131016514110557i);0.0014939944798796;0.0084833330000000
678;0.0083035710000000;0.0012667772932901 +(0.0011083799048690i);0.0014793851197136;0.0083035710000000
679;0.0080000000000000;-0.0001603849267942 +(0.0006933810156708i);0.0014648312336240;0.0080000000000000
680;0.0077916670000000;-0.0011546219566260 +(-0.0056655700078274i);0.0014503323255426;0.0077916670000000
681;0.0074107140000000;-0.0051833266196691 +(0.0030551663002488i);0.0014358878894762;0.0074107140000000
682;0.0070892860000000;0.0005847893832160 +(-0.0087444663087577i);0.0014214974096200;0.0070892860000000
683;0.0066000000000000;-0.0039576197239901 +(-0.0047655715596859i);0.0014071603604705;0.0066000000000000
684;0.0062857140000000;0.0034306243475419 +(-0.0081782537998439i);0.0013928762069403;0.0062857140000000
685;0.0059666670000000;0.0055515510799207 +(-0.0044852300101072i);0.0013786444044736;0.0059666670000000
686;0.0057500000000000;-0.0005936194677533 +(-0.0022210599549711i);0.0013644643991624;0.0057500000000000
687;0.0057500000000000;0.0031854381327745 +(0.0008372666774976i);0.0013503356278642;0.0057500000000000
688;0.0057500000000000;-0.0017808868297428 +(-0.0008785512452319i);0.0013362575183206;0.0057500000000000
689;0.0057321430000000;-0.0012142373715955 +(-0.0041628417401571i);0.0013222294892762;0.0057321430000000
690;0.0057500000000000;-0.0023624210011445 +(0.0019095164111585i);0.0013082509505990;0.0057500000000000
691;0.0058035710000000;-0.0030564692033195 +(-0.0089486852977810i);0.0012943213034016;0.0058035710000000
692;0.0059166670000000;0.0032297743759335 +(-0.0055052189683659i);0.0012804399401634;0.0059166670000000
693;0.0060178570000000;0.0045815886157257 +(-0.0084927424910380i);0.0012666062448529;0.0060178570000000
694;0.0060500000000000;0.0027460084936810 +(-0.0017802661840835i);0.0012528195930522;0.0060500000000000
695;0.0060357140000000;0.0062058581897769 +(0.0015659510275151i);0.0012390793520807;0.0060357140000000
696;0.0059666670000000;-0.0032118094352837 +(-0.0040920798468421i);0.0012253848811210;0.0059666670000000
697;0.0058035710000000;-0.0043895077730027 +(0.0013218724908178i);0.0012117355313450;0.0058035710000000
698;0.0055681820000000;0.0007628072262298 +(-0.0034193921947840i);0.0011981306460404;0.0055681820000000
699;0.0053125000000000;0.0023144705550834 +(-0.0097941355106998i);0.0011845695607386;0.0053125000000000
700;0.0048928570000000;-0.0038596233042655 +(-0.0054316427741029i);0.0011710516033432;0.0048928570000000
701;0.0044333330000000;-0.0014916400945729 +(-0.0102353296705476i);0.0011575760942588;0.0044333330000000
702;0.0039107140000000;0.0027577238759256 +(0.0012345066404869i);0.0011441423465208;0.0039107140000000
703;0.0034500000000000;0.0022223150506616 +(-0.0064576884235281i);0.0011307496659260;0.0034500000000000
704;0.0028571430000000;0.0029124436711470 +(0.0100952822095996i);0.0011173973511635;0.0028571430000000
705;0.0022045450000000;-0.0059167768745001 +(-0.0005241846846297i);0.0011040846939468;0.0022045450000000
706;0.0014415580000000;0.0014885784549944 +(0.0015361791095156i);0.0010908109791454;0.0014415580000000
707;0.0006136360000000;-0.0074505362238160 +(-0.0093464706708850i);0.0010775754849187;0.0006136360000000
708;-0.0003015160000000;0.0106909301744535 +(-0.0052743626663625i);0.0010643774828486;-0.0003015160000000
709;-0.0012668290000000;-0.0037855842546881 +(-0.0024843716315248i);0.0010512162380745;-0.0012668290000000
710;-0.0022321430000000;0.0071562838282349 +(-0.0039282859965535i);0.0010380910094270;-0.0022321430000000
711;-0.0031590910000000;0.0009772604528089 +(-0.0063345652164400i);0.0010250010495639;-0.0031590910000000
712;-0.0040750000000000;0.0075668356760909 +(0.0018037313736928i);0.0010119456051052;-0.0040750000000000
713;-0.0055576920000000;-0.0003134213643942 +(0.0014590914604940i);0.0009989239167697;-0.0055576920000000
714;-0.0066964290000000;-0.0193250641848412 +(0.0148116794420893i);0.0009859352195112;-0.0066964290000000
715;-0.0079833330000000;0.0129685507952511 +(-0.0137240418259567i);0.0009729787426561;-0.0079833330000000
716;-0.0091428570000000;0.0059188943369652 +(-0.0042089411337595i);0.0009600537100403;-0.0091428570000000
717;-0.0101666670000000;0.0065339623800029 +(-0.0073032680449411i);0.0009471593401475;-0.0101666670000000
718;-0.0110892860000000;0.0095200942489326 +(-0.0108012997194575i);0.0009342948462473;-0.0110892860000000
719;-0.0120000000000000;-0.0013514537938419 +(0.0002904126948688i);0.0009214594365342;-0.0120000000000000
720;-0.0127678570000000;0.0042792701335942 +(-0.0056735754306027i);0.0009086523142659;-0.0127678570000000
721;-0.0133333330000000;-0.0045903720234911 +(0.0015130300477007i);0.0008958726779036;-0.0133333330000000
722;-0.0136964290000000;0.0009216697589510 +(-0.0020628130978740i);0.0008831197212509;-0.0136964290000000
723;-0.0139583330000000;-0.0020545025109356 +(-0.0020763910080144i);0.0008703926335940;-0.0139583330000000
724;-0.0140535710000000;-0.0028741051706726 +(-0.0110990592161336i);0.0008576905998423;-0.0140535710000000
725;-0.0141538460000000;0.0051094184866143 +(-0.0045801177762609i);0.0008450128006684;-0.0141538460000000
726;-0.0141111110000000;0.0006125894930549 +(-0.0055929164678831i);0.0008323584126491;-0.0141111110000000
727;-0.0138833330000000;0.0095007719147168 +(-0.0004425665842866i);0.0008197266084064;-0.0138833330000000
728;-0.0136500000000000;0.0000902222437934 +(-0.0009244581161431i);0.0008071165567486;-0.0136500000000000
729;-0.0134090910000000;0.0072384963101032 +(-0.0040268609688278i);0.0007945274228118;-0.0134090910000000
730;-0.0131166670000000;-0.0069740716668808 +(0.0011670063679040i);0.0007819583682012;-0.0131166670000000
731;-0.0127321430000000;-0.0021649300091488 +(-0.0050952776883335i);0.0007694085511330;-0.0127321430000000
732;-0.0123166670000000;-0.0054835696379377 +(-0.0061624109520352i);0.0007568771265761;-0.0123166670000000
733;-0.0119333330000000;0.0045296512062272 +(-0.0066741195279950i);0.0007443632463939;-0.0119333330000000
734;-0.0114642860000000;0.0068788900991266 +(-0.0062257276920699i);0.0007318660594868;-0.0114642860000000
735;-0.0111136360000000;0.0067544312093497 +(-0.0035260537893182i);0.0007193847119336;-0.0111136360000000
736;-0.0107000000000000;-0.0017790366300552 +(0.0013761167371696i);0.0007069183471344;-0.0107000000000000
737;-0.0101964290000000;0.0004589269160628 +(0.0040863669379079i);0.0006944661059520;-0.0101964290000000
738;-0.0096833330000000;0.0018676974238864 +(-0.0015175176498535i);0.0006820271268548;-0.0096833330000000
739;-0.0091428570000000;0.0012856617975772 +(-0.0069655093395730i);0.0006696005460585;-0.0091428570000000
740;-0.0088333330000000;-0.0026599552755656 +(-0.0028691870267341i);0.0006571854976687;-0.0088333330000000
741;-0.0083863640000000;0.0069927867666598 +(-0.0087578312400557i);0.0006447811138227;-0.0083863640000000
742;-0.0080500000000000;0.0015684072332516 +(-0.0083798026605017i);0.0006323865248319;-0.0080500000000000
743;-0.0075892860000000;0.0080916895365530 +(-0.0065573445353773i);0.0006200008593236;-0.0075892860000000
744;-0.0071333330000000;0.0015964637426397 +(0.0049398246235594i);0.0006076232443830;-0.0071333330000000
745;-0.0066666670000000;0.0025136154214695 +(-0.0073086523841359i);0.0005952528056952;-0.0066666670000000
746;-0.0062666670000000;0.0000032260255877 +(0.0010272639030527i);0.0005828886676867;-0.0062666670000000
747;-0.0058500000000000;-0.0039891394093339 +(-0.0085273467500818i);0.0005705299536673;-0.0058500000000000
748;-0.0054666670000000;0.0042583638445881 +(-0.0037094661474925i);0.0005581757859710;-0.0054666670000000
749;-0.0050500000000000;0.0012950674185220 +(-0.0099227373480488i);0.0005458252860975;-0.0050500000000000
750;-0.0046071430000000;0.0050254491394613 +(-0.0116828685522029i);0.0005334775748536;-0.0046071430000000
751;-0.0041500000000000;0.0040032013597741 +(-0.0005338427673656i);0.0005211317724934;-0.0041500000000000
752;-0.0035625000000000;-0.0114218610333925 +(-0.0150057795245869i);0.0005087869988593;-0.0035625000000000
753;-0.0031818180000000;0.0026089607354375 +(0.0000274369655990i);0.0004964423735222;-0.0031818180000000
754;-0.0028214290000000;-0.0007914139537281 +(0.0004717439385405i);0.0004840970159217;-0.0028214290000000
755;-0.0023166670000000;-0.0001144447388954 +(-0.0028814890826421i);0.0004717500455058;-0.0023166670000000
756;-0.0018500000000000;-0.0070305020593480 +(0.0029778313132049i);0.0004594005818705;-0.0018500000000000
757;-0.0013928570000000;-0.0011663632872267 +(-0.0078996725341963i);0.0004470477448989;-0.0013928570000000
758;-0.0008750000000000;-0.0036841359123249 +(-0.0063139476970767i);0.0004346906549002;-0.0008750000000000
759;-0.0004375000000000;0.0039294173407819 +(-0.0050853845299867i);0.0004223284327480;-0.0004375000000000
760;0.0000000000000000;0.0074555734568298 +(-0.0019985244401675i);0.0004099602000189;0.0000000000000000
761;0.0005000000000000;-0.0015320892376065 +(-0.0005869388307021i);0.0003975850791296;0.0005000000000000
762;0.0010000000000000;0.0021846462287890 +(0.0003306439558761i);0.0003852021934750;0.0010000000000000
763;0.0015357140000000;-0.0026242032105680 +(0.0040097986566596i);0.0003728106675645;0.0015357140000000
764;0.0019821430000000;0.0005684416900244 +(-0.0025301411807728i);0.0003604096271590;0.0019821430000000
765;0.0023750000000000;-0.0033075656953564 +(-0.0057193783494951i);0.0003479981994068;0.0023750000000000
766;0.0029285710000000;0.0020896931623369 +(-0.0086486338395938i);0.0003355755129793;0.0029285710000000
767;0.0033571430000000;0.0054632330867398 +(-0.0071987207393469i);0.0003231406982061;0.0033571430000000
768;0.0037833330000000;0.0024839836268831 +(-0.0023977517122547i);0.0003106928872094;0.0037833330000000
769;0.0041428570000000;0.0027473719559447 +(-0.0005338062834161i);0.0002982312140388;0.0041428570000000
770;0.0045178570000000;0.0010576127570468 +(0.0002094327615927i);0.0002857548148043;0.0045178570000000
771;0.0048125000000000;0.0040830698395629 +(0.0002993427480271i);0.0002732628278094;0.0048125000000000
772;0.0050714290000000;-0.0044579193586252 +(-0.0024490277171297i);0.0002607543936842;0.0050714290000000
773;0.0053500000000000;-0.0041134223177814 +(-0.0073312372708772i);0.0002482286555166;0.0053500000000000
774;0.0055535710000000;0.0037043510626382 +(-0.0082902212351853i);0.0002356847589843;0.0055535710000000
775;0.0057666670000000;-0.0017411404224813 +(-0.0071215404442133i);0.0002231218524852;0.0057666670000000
776;0.0059464290000000;0.0072571111136889 +(-0.0031071220503925i);0.0002105390872677;0.0059464290000000
777;0.0060454550000000;0.0008523648310334 +(-0.0029158223949995i);0.0001979356175599;0.0060454550000000
778;0.0060208330000000;0.0009140149986984 +(-0.0001333648286949i);0.0001853106006992;0.0060208330000000
779;0.0061500000000000;-0.0001680641666013 +(0.0024913420553864i);0.0001726631972596;0.0061500000000000
780;0.0060333330000000;-0.0019968440632653 +(-0.0033747514945991i);0.0001599925711800;0.0060333330000000
781;0.0059821430000000;-0.0018615068729022 +(0.0005976937161762i);0.0001472978898907;0.0059821430000000
782;0.0058166670000000;-0.0037927098763987 +(-0.0119732641966193i);0.0001345783244396;0.0058166670000000
783;0.0057500000000000;0.0037076410030261 +(-0.0061871930626593i);0.0001218330496177;0.0057500000000000
784;0.0061964290000000;0.0023571678517058 +(-0.0033043582148230i);0.0001090612440836;0.0061964290000000
785;0.0054500000000000;0.0062742335288689 +(-0.0050287466914086i);0.0000962620904878;0.0054500000000000
786;0.0052321430000000;0.0008627477522168 +(0.0012176646700762i);0.0000834347755958;0.0052321430000000
787;0.0049666670000000;-0.0022437675286349 +(0.0017433134732609i);0.0000705784904103;0.0049666670000000
788;0.0047142860000000;-0.0038270508122987 +(0.0016660524380981i);0.0000576924302931;0.0047142860000000
789;0.0044166670000000;-0.0105990315941685 +(0.0068039670031459i);0.0000447757950861;0.0044166670000000
790;0.0041428570000000;0.0094668701551101 +(-0.0115437277879093i);0.0000318277892310;0.0041428570000000
791;0.0040000000000000;0.0034368930535583 +(-0.0072083408634240i);0.0000188476218887;0.0040000000000000
792;0.0037500000000000;0.0064359065700709 +(-0.0031416210894286i);0.0000058345070578;0.0037500000000000
793;0.0036428570000000;0.0132687067317962 +(-0.0029237902521012i);-0.0000072123363080;0.0036428570000000
794;0.0036666670000000;-0.0036221478837367 +(0.0009354937166543i);-0.0000202936841831;0.0036666670000000
795;0.0036818180000000;0.0001851031449926 +(0.0018528831844400i);-0.0000334103073542;0.0036818180000000
796;0.0037666670000000;-0.0015754047474509 +(-0.0079149003259288i);-0.0000465629713054;0.0037666670000000
797;0.0039687500000000;0.0019181269687021 +(-0.0023701914195568i);-0.0000597524361042;0.0039687500000000
798;0.0042857140000000;-0.0011331825689002 +(-0.0040807602320836i);-0.0000729794562881;0.0042857140000000
799;0.0044833330000000;0.0006605408513816 +(-0.0094846516144188i);-0.0000862447807526;0.0044833330000000
800;0.0047321430000000;0.0047526999790723 +(-0.0042624995952473i);-0.0000995491526400;0.0047321430000000
801;0.0049090910000000;0.0057650436400046 +(-0.0038279609422030i);-0.0001128933092288;0.0049090910000000
802;0.0050000000000000;0.0044456497772920 +(-0.0042572320670063i);-0.0001262779818244;0.0050000000000000
803;0.0051428570000000;-0.0018759425931953 +(-0.0019334436802939i);-0.0001397038956507;0.0051428570000000
804;0.0052142860000000;-0.0043510664741055 +(-0.0004694749179115i);-0.0001531717697424;0.0052142860000000
805;0.0051166670000000;-0.0004633491117043 +(0.0000923522065969i);-0.0001666823168389;0.0051166670000000
806;0.0050000000000000;-0.0022369688450680 +(-0.0031939074961404i);-0.0001802362432787;0.0050000000000000
807;0.0048000000000000;0.0028803409366415 +(-0.0074778122760096i);-0.0001938342488945;0.0048000000000000
808;0.0046818180000000;0.0031312370267717 +(-0.0076575601204287i);-0.0002074770269105;0.0046818180000000
809;0.0045178570000000;0.0055138982180667 +(-0.0077884430637944i);-0.0002211652638390;0.0045178570000000
810;0.0042666670000000;0.0026964597887075 +(-0.0022050171910935i);-0.0002348996393798;0.0042666670000000
811;0.0039642860000000;0.0022292256366142 +(0.0029424308712164i);-0.0002486808263196;0.0039642860000000
812;0.0037142860000000;-0.0001532562536324 +(0.0044648346248271i);-0.0002625094904324;0.0037142860000000
813;0.0033666670000000;-0.0045538086300985 +(-0.0102807205871126i);-0.0002763862903816;0.0033666670000000
